id,Class
219129,0.00220616554945845
219130,0.0033011020204331567
219131,0.001919175554472577
219132,0.0050660164132165526
219133,0.0070831927391774
219134,0.006871003765135389
219135,0.0019231347588872644
219136,0.002246289859464907
219137,0.0045983782570947
219138,0.0029273965613567793
219139,0.0021205467224447213
219140,0.005489423689478039
219141,0.0026678449571877834
219142,0.0009763496944144125
219143,0.001260543277212741
219144,0.007349341900379051
219145,0.048300572500132824
219146,0.00236981248197606
219147,0.0053519786764424015
219148,0.006478403739213455
219149,0.0021085076177067433
219150,0.005644444666088548
219151,0.0022648218349703487
219152,0.014562186373785391
219153,0.01068645090309773
219154,0.0022505605222172655
219155,0.002163680972052037
219156,0.0024968217932892457
219157,0.01579459775279084
219158,0.0026554357127339403
219159,0.006980463898831538
219160,0.011383714359578372
219161,0.001848088240334477
219162,0.010040134613569047
219163,0.0037152967384697375
219164,0.006342494411502616
219165,0.006426352123714006
219166,0.013416397055536433
219167,0.0016808625269788193
219168,0.0026252135161510147
219169,0.006778019547443968
219170,0.0014889354993430752
219171,0.0025570736791366453
219172,0.006115882758964284
219173,0.001359218276483121
219174,0.008971089778654417
219175,0.002602179664856119
219176,0.010470965477254249
219177,0.0023821991871757478
219178,0.004196939205416139
219179,0.009994913629211014
219180,0.004703592702905717
219181,0.0029632188828533053
219182,0.004041896353957323
219183,0.011609420143111063
219184,0.01401943723947725
219185,0.008745967680076894
219186,0.001361012137613467
219187,0.0024950279321589
219188,0.012118804078343147
219189,0.0010094294165447467
219190,0.011233461572523048
219191,0.009723018186601247
219192,0.004776210015737949
219193,0.0016820463109264473
219194,0.0052365899761862185
219195,0.004366218531306661
219196,0.0032505264851981812
219197,0.005649481881486305
219198,0.011317768055761158
219199,0.004324022341054621
219200,0.0018641192606820857
219201,0.008158704809644042
219202,0.017625825346389883
219203,0.0036115593504425446
219204,0.003685907204152042
219205,0.0023065417453123067
219206,0.00566159240347726
219207,0.0025570736791366453
219208,0.0035516339542574957
219209,0.001359218276483121
219210,0.004430378823973556
219211,0.0032398542247779596
219212,0.001263554266530352
219213,0.006969729917163092
219214,0.001260543277212741
219215,0.015910269790834326
219216,0.005643454337480695
219217,0.006534165026165442
219218,0.0018567738658628325
219219,0.002160264002433394
219220,0.0012328396922349023
219221,0.002419550960326548
219222,0.003290142335458106
219223,0.0012767094077598966
219224,0.0061465048257066295
219225,0.014557799247225828
219226,0.006463091475648476
219227,0.003291370391833151
219228,0.0014545926207845039
219229,3.3079722130334106e-05
219230,0.0010764385613669819
219231,0.001359218276483121
219232,0.012232527478214215
219233,0.0037098421972540764
219234,0.001958910324719323
219235,0.05408831340455291
219236,0.0015781334811976841
219237,0.005327000445763952
219238,0.0014276611553742438
219239,0.008520379638319971
219240,0.0023065417453123067
219241,0.0008643440651131699
219242,0.005965207630619402
219243,0.0021715839296485963
219244,0.0022648218349703487
219245,0.0010094294165447467
219246,0.0016103006825088375
219247,0.0030352147433817863
219248,0.0010764385613669819
219249,0.0022618211854179746
219250,0.11056036641677836
219251,0.0036647431315203747
219252,0.0033377544220299623
219253,0.0020669964765877248
219254,0.004187967363770123
219255,0.0012126892480614757
219256,0.001260543277212741
219257,0.0026705833532512614
219258,0.002180667173271967
219259,0.0012328396922349023
219260,0.00595274535194918
219261,0.002397809566045793
219262,0.003435445231462206
219263,0.001490729360473421
219264,0.0008499711101661939
219265,0.006331659093829478
219266,0.005252947470039288
219267,0.0044553111333346124
219268,3.3079722130334106e-05
219269,0.0012483525212212223
219270,0.002711594035269905
219271,0.0067951502564124215
219272,0.0023894097726030704
219273,0.001359218276483121
219274,0.006561153523441168
219275,3.3079722130334106e-05
219276,0.0015963475200292507
219277,0.0044163460318823785
219278,0.0018099696726560552
219279,0.001088854535164458
219280,0.0016494236894780399
219281,0.13607917114993226
219282,0.0009600641299597907
219283,0.003373382786720959
219284,0.002013134701758546
219285,0.001455855777212741
219286,0.0027168022709696173
219287,0.0019521482101642154
219288,0.002910814700674524
219289,0.001680252449796101
219290,0.007606776335202678
219291,0.01659369228616741
219292,0.0021072797631474655
219293,0.008669075726364899
219294,0.001359218276483121
219295,0.002774905372963683
219296,0.001470558722369907
219297,0.004515704887385184
219298,0.005168428410251701
219299,0.002789906668623811
219300,0.000929939342253216
219301,0.0008253247006989875
219302,0.0026513421494225053
219303,0.0019231347588872644
219304,0.0015125318441943526
219305,0.0021370839776483855
219306,0.0055525031261789955
219307,0.0032505264851981812
219308,0.007261636531708733
219309,0.0011048037608461295
219310,0.003713737718054723
219311,0.000931733203383562
219312,0.01482913527998118
219313,0.002031783167215661
219314,0.002116403759710817
219315,0.0008312643429828359
219316,0.000883050832296528
219317,0.0031260180853731534
219318,0.009844071450165023
219319,0.001490729360473421
219320,0.0011123641405934043
219321,0.004738686013369453
219322,0.000931733203383562
219323,0.005330641100583901
219324,0.006342494411502616
219325,0.0012936229993430752
219326,0.049720603156910056
219327,0.00228231510104
219328,0.001333980555153214
219329,0.005890722744726286
219330,0.001361012137613467
219331,0.004469760050112602
219332,0.0037283871886033063
219333,0.002761122843861856
219334,0.00010463607275645217
219335,0.008879285936575108
219336,0.004194845885300459
219337,0.00455225535959322
219338,0.002223027499012215
219339,0.0036465308595602986
219340,0.0026574430948753435
219341,0.0010584391238135473
219342,0.005198197572279665
219343,0.0007597294235589415
219344,0.00216205786356374
219345,0.003104784051606984
219346,0.002229025001416625
219347,0.0012762544235556735
219348,0.00017202521102684402
219349,0.02664025631204036
219350,0.0016402363155242241
219351,0.0012328396922349023
219352,0.0017813933127144132
219353,0.0012698557623783287
219354,0.001330463589857727
219355,0.019632256066524457
219356,0.013042715145083834
219357,0.0016907003647539387
219358,0.001961883403577558
219359,0.0026756979774085143
219360,0.0017496610877404822
219361,0.0039043224792586497
219362,0.005780921082545246
219363,0.007021307805466508
219364,0.00467631539310411
219365,0.002685338223257435
219366,0.000929939342253216
219367,0.00562533301718888
219368,0.001359218276483121
219369,0.0024401414432381773
219370,0.0035896430847163346
219371,0.0021895858748610976
219372,0.0013816581889705415
219373,0.0019202408274383849
219374,0.0022979671912745805
219375,0.001260543277212741
219376,0.0012374081828084105
219377,0.001463131106211884
219378,0.0024580614518931927
219379,0.0007843758330261481
219380,0.0017942194970439825
219381,0.006679869692866101
219382,0.0016196446223167029
219383,0.0007597294235589415
219384,0.00396457436510605
